gene_id,product_description,chromosome,start,end,strand,functional_category
LOC103721269,protein PHYTOCHROME KINASE SUBSTRATE 4-like,NW_024068021.1,168610,170914,-,Protein_Kinases
LOC120106812,proline-rich receptor-like protein kinase PERK2,NW_024068037.1,10834,11344,-,Protein_Kinases
LOC120106870,diacylglycerol kinase 7-like,NW_024068057.1,96051,136547,-,Protein_Kinases
LOC120106911,LRR receptor-like serine/threonine-protein kinase FEI 1,NW_024068068.1,26662,27544,+,Protein_Kinases
LOC120106928,protein PHYTOCHROME KINASE SUBSTRATE 4-like,NW_024068076.1,204795,207302,-,Protein_Kinases
LOC103724205,probable inactive receptor kinase At2g26730,NW_024068077.1,111350,115272,-,Protein_Kinases
LOC103720679,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.5%2C transcript variant X1,NW_024068086.1,217709,219378,-,Protein_Kinases
LOC120106976,proline-rich receptor-like protein kinase PERK2,NW_024068094.1,91549,96391,+,Protein_Kinases
LOC103722906,MAPK kinase substrate protein At1g80180,NW_024068096.1,120137,120591,+,Protein_Kinases
LOC120107000,leucine-rich repeat receptor-like tyrosine-protein kinase PXC3,NW_024068100.1,21392,24889,+,Protein_Kinases
LOC103717647,probable serine/threonine-protein kinase WNK1,NW_024068118.1,19660,23148,-,Protein_Kinases
LOC103699281,serine/threonine receptor-like kinase NFP,NW_024068122.1,156921,160490,+,Protein_Kinases
LOC103722509,cysteine-rich receptor-like protein kinase 6,NW_024068131.1,157206,167057,+,Protein_Kinases
LOC103710840,zinc finger A20 and AN1 domain-containing stress-associated protein 6-like,NW_024068138.1,21141,22197,-,Transcription_Factors
LOC103696970,brassinosteroid LRR receptor kinase BRI1-like,NW_024068138.1,85491,89227,-,Protein_Kinases
LOC103699648,rust resistance kinase Lr10-like%2C transcript variant X2,NW_024068143.1,106696,111811,-,Protein_Kinases
LOC120107149,LRR receptor kinase SERK2-like,NW_024068147.1,21970,25876,+,Protein_Kinases
LOC120107158,cyclin-dependent kinase E-1-like,NW_024068148.1,49146,88050,+,Protein_Kinases
LOC103696976,protein SODIUM POTASSIUM ROOT DEFECTIVE 2-like,NW_024068151.1,190479,192929,-,Ion_Transporters
LOC103696653,cation/H(+) antiporter 19-like,NW_024068153.1,50821,56158,-,Ion_Transporters
LOC120107188,stress response protein NST1-like,NW_024068157.1,37119,38289,-,Stress_Osmoprotectants
LOC120107189,stress response protein NST1-like,NW_024068157.1,65757,66927,-,Stress_Osmoprotectants
LOC103707531,mitogen-activated protein kinase homolog MMK2,NW_024068157.1,80555,94454,-,Protein_Kinases
LOC120107192,sphingoid long-chain bases kinase 2%2C mitochondrial-like%2C transcript variant X2,NW_024068157.1,161577,170881,+,Protein_Kinases
LOC120107194,probable serine/threonine-protein kinase At1g01540,NW_024068157.1,179935,183807,+,Protein_Kinases
LOC103717007,leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1,NW_024068162.1,66514,69340,-,Protein_Kinases
LOC120103793,leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1,NW_024068162.1,78656,80877,-,Protein_Kinases
LOC103709979,leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1,NW_024068162.1,81475,83067,+,Protein_Kinases
LOC103695480,serine/threonine-protein kinase CTR1%2C transcript variant X7,NW_024068170.1,16664,72042,+,Protein_Kinases
LOC120107241,protein NSP-INTERACTING KINASE 3-like%2C transcript variant X2,NW_024068171.1,97705,114432,+,Protein_Kinases
LOC120107237,cysteine-rich receptor-like protein kinase 3,NW_024068171.1,152382,161228,-,Protein_Kinases
LOC120107246,zinc finger A20 and AN1 domain-containing stress-associated protein 1-like%2C transcript variant X3,NW_024068172.1,20433,21293,-,Transcription_Factors
LOC120103879,alpha-glucan water dikinase 2-like%2C transcript variant X2,NW_024068172.1,202962,219558,-,Protein_Kinases
LOC108511747,L-type lectin-domain containing receptor kinase SIT1-like,NW_024068174.1,30457,35206,+,Protein_Kinases
LOC103720112,SRSF protein kinase 2-like%2C transcript variant X7,NW_024068174.1,114039,126572,-,Protein_Kinases
LOC103703848,cyclin-dependent kinase E-1-like,NW_024068175.1,171800,210901,+,Protein_Kinases
LOC120107283,SNF1-related protein kinase regulatory subunit beta-1-like,NW_024068183.1,13207,14754,+,Protein_Kinases
LOC103707307,bifunctional riboflavin kinase/FMN phosphatase-like%2C transcript variant X2,NW_024068189.1,33143,39553,-,Protein_Kinases
LOC103708937,dual specificity protein kinase splB-like%2C transcript variant X2,NW_024068191.1,109719,120656,-,Protein_Kinases
LOC103703658,probable receptor-like protein kinase At1g80640,NW_024068195.1,8828,13459,-,Protein_Kinases
LOC103710547,LRR receptor kinase SERK2-like,NW_024068205.1,47945,51992,-,Protein_Kinases
LOC103720243,tau-tubulin kinase 1-like,NW_024068208.1,159067,160550,-,Protein_Kinases
LOC103713307,probable L-type lectin-domain containing receptor kinase S.7,NW_024068212.1,129973,132339,+,Protein_Kinases
LOC103698021,calcium-dependent protein kinase 26%2C transcript variant X2,NW_024068219.1,103646,131863,-,Protein_Kinases
LOC103711416,probable LRR receptor-like serine/threonine-protein kinase At1g53430,NW_024068224.1,30566,45562,+,Protein_Kinases
LOC120103988,pantothenate kinase 1-like,NW_024068236.1,614,25199,-,Protein_Kinases
LOC120107504,putative wall-associated receptor kinase-like 16%2C transcript variant X2,NW_024068246.1,30273,35869,+,Protein_Kinases
LOC103713485,putative wall-associated receptor kinase-like 16,NW_024068246.1,39956,44888,+,Protein_Kinases
LOC120107509,probable serine/threonine-protein kinase At1g01540,NW_024068247.1,144984,149620,+,Protein_Kinases
LOC120107519,probable serine/threonine-protein kinase At1g54610,NW_024068248.1,21881,22517,+,Protein_Kinases
LOC120107530,calcium-dependent protein kinase 28-like%2C transcript variant X1,NW_024068255.1,11,5162,-,Protein_Kinases
LOC103720754,adenylyl-sulfate kinase 3-like,NW_024068260.1,161910,168861,+,Protein_Kinases
LOC103724181,protein NSP-INTERACTING KINASE 3-like%2C transcript variant X2,NW_024068262.1,59395,66628,+,Protein_Kinases
LOC103703802,cysteine-rich receptor-like protein kinase 3,NW_024068262.1,107130,115812,-,Protein_Kinases
LOC120103775,shaggy-related protein kinase alpha-like%2C transcript variant X2,NW_024068265.1,141155,149811,-,Protein_Kinases
LOC103722203,probable serine/threonine-protein kinase PBL16,NW_024068273.1,17731,30926,+,Protein_Kinases
LOC120107592,chitin elicitor receptor kinase 1-like,NW_024068274.1,59085,62937,+,Protein_Kinases
LOC103720305,G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370,NW_024068284.1,42269,45314,+,Protein_Kinases
LOC120107611,phosphatidylinositol 4-phosphate 5-kinase 5-like,NW_024068284.1,165885,167909,-,Protein_Kinases
LOC120107628,leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1,NW_024068289.1,43627,44924,-,Protein_Kinases
LOC103709938,leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1,NW_024068289.1,44923,47955,+,Protein_Kinases
LOC120107623,leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1,NW_024068289.1,57420,60029,+,Protein_Kinases
LOC103710725,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024068290.1,7572,14854,+,Protein_Kinases
LOC103699904,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X1,NW_024068290.1,20657,36026,+,Protein_Kinases
LOC103696048,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024068290.1,88774,91625,+,Protein_Kinases
LOC103714797,pyruvate kinase%2C cytosolic isozyme,NW_024068303.1,88359,96480,+,Protein_Kinases
LOC120107694,stress-response A/B barrel domain-containing protein At5g22580-like,NW_024068320.1,116013,117651,-,Stress_Osmoprotectants
LOC103719130,kinase-interacting family protein-like,NW_024068324.1,124392,127655,-,Protein_Kinases
LOC103695656,diacylglycerol kinase 1-like%2C transcript variant X1,NW_024068334.1,12500,29428,-,Protein_Kinases
LOC120103722,wall-associated receptor kinase 3-like,NW_024068366.1,103206,106042,+,Protein_Kinases
LOC103696310,wall-associated receptor kinase 3-like,NW_024068366.1,123334,126184,+,Protein_Kinases
LOC120107771,wall-associated receptor kinase 5-like,NW_024068366.1,143476,149035,+,Protein_Kinases
LOC120103778,heat stress transcription factor A-3-like,NW_024068381.1,41929,47860,-,Stress_Osmoprotectants
LOC120107809,stress-response A/B barrel domain-containing protein At5g22580-like,NW_024068381.1,102068,104248,-,Stress_Osmoprotectants
LOC103721296,phosphatidylinositol 4-kinase gamma 7-like%2C transcript variant X2,NW_024068388.1,90678,95190,+,Protein_Kinases
LOC103716119,cyclin-dependent kinase C-2%2C transcript variant X2,NW_024068407.1,136174,144963,-,Protein_Kinases
LOC103708717,serine/threonine-protein kinase D6PK-like%2C transcript variant X3,NW_024068410.1,132965,149166,-,Protein_Kinases
LOC103702887,bifunctional riboflavin kinase/FMN phosphatase-like,NW_024068420.1,96110,102529,-,Protein_Kinases
LOC120107924,dephospho-CoA kinase-like%2C transcript variant X2,NW_024068428.1,70567,77423,+,Protein_Kinases
LOC103715708,xylulose kinase 2%2C transcript variant X2,NW_024068428.1,124541,132466,+,Protein_Kinases
LOC120103777,uncharacterized sugar kinase YeiI-like%2C transcript variant X1,NW_024068429.1,63700,76729,+,Protein_Kinases
LOC103713177,phosphoglycerate kinase 3%2C cytosolic,NW_024068432.1,19917,24872,-,Protein_Kinases
LOC120107988,L-type lectin-domain containing receptor kinase SIT2-like,NW_024068451.1,86755,88977,-,Protein_Kinases
LOC120107987,L-type lectin-domain containing receptor kinase SIT2-like,NW_024068451.1,90562,92941,-,Protein_Kinases
LOC103698451,SNF1-related protein kinase regulatory subunit beta-1-like%2C transcript variant X1,NW_024068459.1,31464,33071,-,Protein_Kinases
LOC120108007,cyclin-dependent kinase F-4-like,NW_024068465.1,141126,142282,+,Protein_Kinases
LOC103696686,probable serine/threonine-protein kinase PBL3,NW_024068474.1,13522,22906,+,Protein_Kinases
LOC120108027,serine/threonine-protein kinase-like protein At5g23170%2C transcript variant X1,NW_024068474.1,115130,116992,-,Protein_Kinases
LOC103718450,SRSF protein kinase 2-like,NW_024068495.1,100046,118689,+,Protein_Kinases
LOC103724149,receptor kinase-like protein Xa21%2C transcript variant X1,NW_024068498.1,17223,21131,+,Protein_Kinases
LOC120108073,receptor kinase-like protein Xa21,NW_024068498.1,49087,52931,+,Protein_Kinases
LOC120108124,probable serine/threonine-protein kinase PIX13,NW_024068523.1,7867,8781,+,Protein_Kinases
LOC120108123,probable serine/threonine-protein kinase PIX13,NW_024068523.1,9539,11448,+,Protein_Kinases
LOC103699855,MDIS1-interacting receptor like kinase 2-like%2C transcript variant X1,NW_024068537.1,7172,14940,+,Protein_Kinases
LOC113463447,probable leucine-rich repeat receptor-like protein kinase At1g35710%2C transcript variant X1,NW_024068537.1,34309,40681,+,Protein_Kinases
LOC103699531,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024068537.1,49097,49633,+,Protein_Kinases
LOC120108161,MDIS1-interacting receptor like kinase 2-like,NW_024068537.1,49903,50856,+,Protein_Kinases
LOC120108163,MDIS1-interacting receptor like kinase 2-like,NW_024068537.1,51040,52634,+,Protein_Kinases
LOC120108162,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024068537.1,69696,73551,+,Protein_Kinases
LOC103717941,probable leucine-rich repeat receptor-like protein kinase At5g63930,NW_024068537.1,113116,118848,+,Protein_Kinases
LOC120108197,cation/H(+) antiporter 19-like,NW_024068555.1,23498,28992,+,Ion_Transporters
LOC120108254,sodium channel modifier 1-like,NW_024068574.1,26349,34437,-,Ion_Transporters
LOC103720990,phosphoribulokinase%2C chloroplastic-like,NW_024068604.1,62148,66348,+,Protein_Kinases
LOC120108390,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024068641.1,14643,17339,+,Protein_Kinases
LOC103700234,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024068641.1,35829,37459,+,Protein_Kinases
LOC103710749,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130,NW_024068641.1,37348,38893,+,Protein_Kinases
LOC103715729,G-type lectin S-receptor-like serine/threonine-protein kinase At2g19130%2C transcript variant X1,NW_024068641.1,58738,67829,+,Protein_Kinases
LOC120108401,calcium-dependent protein kinase 26%2C transcript variant X1,NW_024068649.1,44255,61769,+,Protein_Kinases
LOC120108434,stress response protein NST1-like,NW_024068660.1,100937,101451,-,Stress_Osmoprotectants
LOC120108451,probable serine/threonine-protein kinase WNK1,NW_024068670.1,91744,95297,-,Protein_Kinases
LOC103713892,probable L-type lectin-domain containing receptor kinase S.5,NW_024068672.1,38269,41861,-,Protein_Kinases
LOC103713890,probable L-type lectin-domain containing receptor kinase S.5,NW_024068672.1,53437,58437,-,Protein_Kinases
LOC120108462,probable L-type lectin-domain containing receptor kinase S.5,NW_024068672.1,68278,73135,-,Protein_Kinases
LOC103716861,protein-ribulosamine 3-kinase%2C chloroplastic-like%2C transcript variant X1,NW_024068684.1,98082,107618,+,Protein_Kinases
LOC103696475,serine/threonine-protein kinase GRIK2-like%2C transcript variant X3,NW_024068690.1,5901,20532,+,Protein_Kinases
LOC120108510,serine/threonine-protein kinase D6PK-like,NW_024068693.1,65356,71013,+,Protein_Kinases
LOC103704546,phosphoglycerate kinase%2C cytosolic-like,NW_024068701.1,19815,23119,+,Protein_Kinases
LOC120103869,dual specificity protein kinase YAK1 homolog%2C transcript variant X1,NW_024068712.1,44132,69048,-,Protein_Kinases
LOC120108586,probable serine/threonine-protein kinase WNK11%2C transcript variant X1,NW_024068732.1,44962,47433,+,Protein_Kinases
LOC103723643,probable serine/threonine-protein kinase PBL16%2C transcript variant X1,NW_024068750.1,35524,42725,+,Protein_Kinases
LOC120108681,probable serine/threonine-protein kinase PIX7,NW_024068798.1,85616,88593,-,Protein_Kinases
LOC103714136,methylthioribose kinase-like%2C transcript variant X2,NW_024068855.1,19778,47070,-,Protein_Kinases
LOC103714112,methylthioribose kinase%2C transcript variant X1,NW_024068855.1,34210,47029,-,Protein_Kinases
LOC103719934,phosphoenolpyruvate carboxylase kinase 1-like,NW_024068876.1,36700,38014,+,Protein_Kinases
LOC103713860,guanylate kinase 2%2C chloroplastic/mitochondrial%2C transcript variant X1,NW_024068884.1,31028,60494,-,Protein_Kinases
LOC120108864,brassinosteroid LRR receptor kinase BRL1-like,NW_024068905.1,1846,6231,-,Protein_Kinases
LOC120108878,probable serine/threonine-protein kinase DDB_G0291350,NW_024068917.1,11792,25901,-,Protein_Kinases
LOC120108879,protein NSP-INTERACTING KINASE 1-like,NW_024068917.1,28564,34459,-,Protein_Kinases
LOC103697296,G-type lectin S-receptor-like serine/threonine-protein kinase LECRK2,NW_024068931.1,13706,16712,+,Protein_Kinases
LOC103699540,L-type lectin-domain containing receptor kinase IX.1-like,NW_024068960.1,34457,37686,+,Protein_Kinases
LOC103715297,universal stress protein PHOS34-like,NW_024068971.1,21863,26816,-,Stress_Osmoprotectants
LOC120108963,probable leucine-rich repeat receptor-like protein kinase At5g63930%2C transcript variant X2,NW_024068980.1,39929,43983,-,Protein_Kinases
LOC103699664,heat stress transcription factor B-4c-like,NW_024069000.1,34913,36425,-,Stress_Osmoprotectants
LOC120108995,rust resistance kinase Lr10-like,NW_024069002.1,7,1242,+,Protein_Kinases
LOC103717954,MDIS1-interacting receptor like kinase 2-like,NW_024069024.1,59037,60656,-,Protein_Kinases
LOC113463446,probable leucine-rich repeat receptor-like protein kinase At1g35710,NW_024069024.1,61233,62030,-,Protein_Kinases
LOC103701706,diacylglycerol kinase 2,NW_024069030.1,45022,52264,-,Protein_Kinases
LOC103724286,probable LRR receptor-like serine/threonine-protein kinase At5g48740,NW_024069040.1,9326,11072,+,Protein_Kinases
LOC103700780,sodium/hydrogen exchanger 2-like,NW_024069041.1,4090,19545,-,Ion_Transporters
LOC120109044,probable receptor-like serine/threonine-protein kinase At5g57670,NW_024069055.1,70776,72804,-,Protein_Kinases
LOC120109070,G-type lectin S-receptor-like serine/threonine-protein kinase SD3-1,NW_024069067.1,26002,29988,-,Protein_Kinases
LOC120109067,guanylate kinase 1-like%2C transcript variant X2,NW_024069067.1,59514,64238,+,Protein_Kinases
LOC103722912,SNF1-related protein kinase catalytic subunit alpha KIN10-like,NW_024069079.1,44149,47512,+,Protein_Kinases
LOC103720498,probable serine/threonine-protein kinase PIX7%2C transcript variant X1,NW_024069088.1,44765,56160,+,Protein_Kinases
